transaction_id,timestamp,source_account,destination_account,amount,channel,transaction_type,is_suspicious,pattern_id,pattern_type
TXN001152,2026-06-08 07:31:15,ACC00096,ACC00651,5868.23,UPI,transfer,0,,normal
TXN001153,2026-06-08 07:31:36,ACC00269,ACC00348,2377.3,RTGS,transfer,0,,normal
TXN001154,2026-06-08 07:40:54,ACC00318,ACC00336,4903.8,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001155,2026-06-08 07:47:43,ACC00051,ACC00190,4869.16,UPI,transfer,0,,normal
TXN001156,2026-06-08 07:57:31,ACC00207,ACC00217,1469.8,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001157,2026-06-08 08:00:40,ACC00251,ACC00600,1077.52,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001158,2026-06-08 08:09:03,ACC00302,ACC00472,732.86,RTGS,transfer,0,,normal
TXN001159,2026-06-08 08:23:47,ACC00382,ACC00552,5095.84,RTGS,transfer,0,,normal
TXN001160,2026-06-08 08:36:21,ACC00211,ACC00371,9948.23,RTGS,transfer,0,,normal
TXN001161,2026-06-08 08:48:22,ACC00417,ACC00307,12190.96,IMPS,transfer,0,,normal
TXN001162,2026-06-08 08:57:39,ACC00683,ACC00158,8919.75,NEFT,transfer,0,,normal
TXN001163,2026-06-08 09:07:41,ACC00363,ACC00243,2094.18,NEFT,transfer,0,,normal
TXN001164,2026-06-08 09:15:26,ACC00221,ACC00336,19908.84,NEFT,transfer,0,,normal
TXN001165,2026-06-08 09:21:42,ACC00001,ACC00068,14563.76,RTGS,transfer,0,,normal
TXN001166,2026-06-08 09:38:16,ACC00288,ACC00326,8197.26,NEFT,transfer,0,,normal
TXN001167,2026-06-08 09:38:54,ACC00486,ACC00269,2505.66,UPI,transfer,0,,normal
TXN001168,2026-06-08 09:45:17,ACC00482,ACC00508,5705.5,RTGS,transfer,0,,normal
TXN001169,2026-06-08 10:00:59,ACC00700,ACC00212,11630.83,IMPS,transfer,0,,normal
TXN001170,2026-06-08 10:35:22,ACC00470,ACC00406,6177.4,IMPS,transfer,0,,normal
TXN001171,2026-06-08 10:40:52,ACC00520,ACC00218,1248.0,UPI,transfer,0,,normal
TXN001172,2026-06-08 10:50:30,ACC00652,ACC00136,1392.77,UPI,transfer,0,,normal
TXN001173,2026-06-08 10:57:28,ACC00152,ACC00247,5612.87,NEFT,transfer,0,,normal
TXN001174,2026-06-08 11:42:00,ACC00246,ACC00096,1381.59,NEFT,transfer,0,,normal
TXN001175,2026-06-08 12:06:05,ACC00664,ACC00105,8325.04,UPI,transfer,0,,normal
TXN001176,2026-06-08 12:08:41,ACC00303,ACC00328,21870.3,UPI,transfer,0,,normal
TXN001177,2026-06-08 12:26:32,ACC00534,ACC00107,1085.16,IMPS,transfer,0,,normal
TXN001178,2026-06-08 12:40:27,ACC00249,ACC00134,2842.36,UPI,transfer,0,,normal
TXN001179,2026-06-08 12:41:44,ACC00232,ACC00624,4765.59,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001180,2026-06-08 13:13:03,ACC00079,ACC00307,10896.13,RTGS,transfer,0,,normal
TXN001181,2026-06-08 13:56:05,ACC00382,ACC00040,1042.77,UPI,transfer,0,,normal
TXN001182,2026-06-08 14:02:18,ACC00033,ACC00055,6848.79,UPI,transfer,0,,normal
TXN001183,2026-06-08 14:17:27,ACC00532,ACC00468,3786.37,IMPS,transfer,0,,normal
TXN001184,2026-06-08 14:27:43,ACC00610,ACC00551,1499.69,NEFT,transfer,0,,normal
TXN001185,2026-06-08 14:36:24,ACC00639,ACC00462,3243.61,UPI,transfer,0,,normal
TXN001186,2026-06-08 14:46:46,ACC00614,ACC00496,3757.09,NEFT,transfer,0,,normal
TXN001187,2026-06-08 15:00:11,ACC00420,ACC00462,5848.16,UPI,transfer,0,,normal
TXN001188,2026-06-08 15:24:09,ACC00615,ACC00644,3074.96,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001189,2026-06-08 15:28:36,ACC00314,ACC00168,5272.3,IMPS,transfer,0,,normal
TXN001190,2026-06-08 15:29:09,ACC00089,ACC00065,2347.56,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001191,2026-06-08 15:50:24,ACC00500,ACC00008,8493.56,IMPS,transfer,0,,normal
TXN001192,2026-06-08 15:54:13,ACC00236,ACC00544,7016.69,IMPS,transfer,0,,normal
TXN001193,2026-06-08 16:03:14,ACC00379,ACC00567,556.78,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001194,2026-06-08 16:14:36,ACC00662,ACC00651,23727.6,NEFT,transfer,0,,normal
TXN001195,2026-06-08 16:21:59,ACC00088,ACC00238,4156.25,RTGS,transfer,0,,normal
TXN001196,2026-06-08 16:23:39,ACC00154,ACC00192,1651.62,UPI,transfer,0,,normal
TXN001197,2026-06-08 16:54:02,ACC00132,ACC00532,9190.19,UPI,transfer,0,,normal
TXN001198,2026-06-08 16:59:21,ACC00560,ACC00252,31904.71,UPI,transfer,0,,normal
TXN001199,2026-06-08 17:05:57,ACC00256,ACC00202,4849.68,UPI,transfer,0,,normal
TXN001200,2026-06-08 17:09:14,ACC00070,ACC00518,5464.91,RTGS,transfer,0,,normal
TXN001201,2026-06-08 17:12:13,ACC00058,ACC00005,2717.94,IMPS,transfer,0,,normal
TXN001202,2026-06-08 17:26:45,ACC00478,ACC00698,7292.61,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001203,2026-06-08 17:44:56,ACC00474,ACC00141,478317.04,IMPS,transfer,1,LAYER009,cyclic_layering
TXN001204,2026-06-08 17:46:01,ACC00116,ACC00504,1404.45,UPI,transfer,0,,normal
TXN001205,2026-06-08 17:46:31,ACC00686,ACC00665,5885.96,RTGS,transfer,0,,normal
TXN001206,2026-06-08 17:57:15,ACC00205,ACC00383,1303.87,UPI,transfer,0,,normal
TXN001207,2026-06-08 18:16:30,ACC00196,ACC00418,2828.63,IMPS,transfer,0,,normal
TXN001208,2026-06-08 18:36:59,ACC00637,ACC00415,1475.73,UPI,transfer,0,,normal
TXN001209,2026-06-08 19:07:00,ACC00295,ACC00571,9729.29,NEFT,transfer,0,,normal
TXN001210,2026-06-08 19:08:46,ACC00405,ACC00492,6734.45,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001211,2026-06-08 19:17:56,ACC00572,ACC00681,5017.2,UPI,transfer,0,,normal
TXN001212,2026-06-08 19:51:01,ACC00482,ACC00267,6150.66,UPI,transfer,0,,normal
TXN001213,2026-06-08 20:18:57,ACC00619,ACC00648,5388.33,NEFT,transfer,0,,normal
TXN001214,2026-06-08 20:21:16,ACC00353,ACC00346,3508.23,RTGS,transfer,0,,normal
TXN001215,2026-06-08 20:24:34,ACC00512,ACC00104,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001216,2026-06-08 20:25:23,ACC00684,ACC00526,267.85,UPI,transfer,0,,normal
TXN001217,2026-06-08 20:27:16,ACC00171,ACC00377,5938.02,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001218,2026-06-08 20:27:27,ACC00011,ACC00263,2873.12,NEFT,transfer,0,,normal
TXN001219,2026-06-08 20:32:52,ACC00622,ACC00413,4618.52,RTGS,transfer,0,,normal
TXN001220,2026-06-08 20:38:42,ACC00124,ACC00025,3087.23,IMPS,transfer,0,,normal
TXN001221,2026-06-08 20:52:04,ACC00001,ACC00027,9576.59,RTGS,transfer,0,,normal
TXN001222,2026-06-08 20:53:16,ACC00367,ACC00314,4197.22,UPI,transfer,0,,normal
TXN001223,2026-06-08 20:54:21,ACC00397,ACC00189,1484.39,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001224,2026-06-08 21:06:05,ACC00512,ACC00051,47353.58,UPI,transfer,1,STRUCT010,structuring
TXN001225,2026-06-08 21:06:58,ACC00512,ACC00023,45400.73,UPI,transfer,1,STRUCT010,structuring
TXN001226,2026-06-08 21:12:45,ACC00512,ACC00488,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001227,2026-06-08 21:16:40,ACC00584,ACC00588,1708.82,UPI,transfer,0,,normal
TXN001228,2026-06-08 21:25:52,ACC00182,ACC00516,8332.21,NEFT,transfer,0,,normal
TXN001229,2026-06-08 21:26:36,ACC00332,ACC00017,1110.62,RTGS,transfer,0,,normal
TXN001230,2026-06-08 21:27:48,ACC00471,ACC00412,3648.27,RTGS,transfer,0,,normal
TXN001231,2026-06-08 21:30:21,ACC00294,ACC00114,2679.7,UPI,transfer,0,,normal
TXN001232,2026-06-08 21:35:50,ACC00508,ACC00211,11839.22,NEFT,transfer,0,,normal
TXN001233,2026-06-08 21:53:13,ACC00506,ACC00105,2106.87,RTGS,transfer,0,,normal
TXN001234,2026-06-08 22:09:34,ACC00465,ACC00016,2900.14,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001235,2026-06-08 22:29:52,ACC00039,ACC00298,1096.84,UPI,transfer,0,,normal
TXN001236,2026-06-08 22:30:44,ACC00556,ACC00317,2301.17,UPI,transfer,0,,normal
TXN001237,2026-06-08 22:34:41,ACC00119,ACC00054,9641.06,NEFT,transfer,0,,normal
TXN001238,2026-06-08 22:35:59,ACC00077,ACC00249,6894.07,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001239,2026-06-08 22:37:57,ACC00512,ACC00191,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001240,2026-06-08 22:46:05,ACC00512,ACC00434,48598.64,IMPS,transfer,1,STRUCT010,structuring
TXN001241,2026-06-08 22:47:54,ACC00119,ACC00213,8592.77,RTGS,transfer,0,,normal
TXN001242,2026-06-08 22:53:46,ACC00510,ACC00402,5104.67,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001243,2026-06-08 23:32:27,ACC00578,ACC00191,9448.48,RTGS,transfer,0,,normal
TXN001244,2026-06-08 23:34:12,ACC00426,ACC00551,7087.68,NEFT,transfer,0,,normal
TXN001245,2026-06-08 23:37:27,ACC00512,ACC00270,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001246,2026-06-08 23:38:27,ACC00700,ACC00633,4587.57,IMPS,transfer,0,,normal
TXN001247,2026-06-08 23:40:08,ACC00447,ACC00022,423.57,RTGS,transfer,0,,normal
TXN001248,2026-06-08 23:49:16,ACC00470,ACC00328,6151.58,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001249,2026-06-08 23:54:47,ACC00647,ACC00400,2938.31,NEFT,transfer,0,,normal
TXN001250,2026-06-09 00:13:29,ACC00512,ACC00419,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001251,2026-06-09 00:15:09,ACC00250,ACC00529,4715.43,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001252,2026-06-09 00:17:13,ACC00586,ACC00534,11004.75,IMPS,transfer,0,,normal
TXN001253,2026-06-09 00:26:51,ACC00548,ACC00433,26033.97,NEFT,transfer,0,,normal
TXN001254,2026-06-09 00:43:28,ACC00076,ACC00351,5339.79,UPI,transfer,0,,normal
TXN001255,2026-06-09 00:48:45,ACC00484,ACC00558,1818.78,NEFT,transfer,0,,normal
TXN001256,2026-06-09 00:50:05,ACC00249,ACC00077,4399.62,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001257,2026-06-09 00:51:47,ACC00335,ACC00426,3932.85,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001258,2026-06-09 00:53:44,ACC00512,ACC00210,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001259,2026-06-09 01:08:35,ACC00470,ACC00429,2555.04,NEFT,transfer,0,,normal
TXN001260,2026-06-09 01:13:13,ACC00182,ACC00138,638.63,UPI,transfer,0,,normal
TXN001261,2026-06-09 01:24:43,ACC00480,ACC00318,6692.36,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001262,2026-06-09 01:27:01,ACC00697,ACC00535,9552.06,IMPS,transfer,0,,normal
TXN001263,2026-06-09 01:29:27,ACC00538,ACC00496,5606.39,RTGS,transfer,0,,normal
TXN001264,2026-06-09 01:39:43,ACC00395,ACC00580,1321.54,NEFT,transfer,0,,normal
TXN001265,2026-06-09 01:45:24,ACC00261,ACC00399,5464.91,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001266,2026-06-09 02:04:51,ACC00666,ACC00310,6479.72,NEFT,transfer,0,,normal
TXN001267,2026-06-09 02:12:11,ACC00455,ACC00501,6646.13,IMPS,transfer,0,,normal
TXN001268,2026-06-09 02:27:21,ACC00492,ACC00088,16563.94,UPI,transfer,0,,normal
TXN001269,2026-06-09 02:27:36,ACC00447,ACC00269,3161.11,NEFT,transfer,0,,normal
TXN001270,2026-06-09 02:32:21,ACC00339,ACC00139,5871.84,RTGS,transfer,0,,normal
TXN001271,2026-06-09 02:41:04,ACC00510,ACC00181,4938.51,UPI,transfer,0,,normal
TXN001272,2026-06-09 02:42:16,ACC00596,ACC00094,9205.84,RTGS,transfer,0,,normal
TXN001273,2026-06-09 02:51:09,ACC00579,ACC00485,3211.24,IMPS,transfer,0,,normal
TXN001274,2026-06-09 03:00:59,ACC00512,ACC00675,47439.32,UPI,transfer,1,STRUCT010,structuring
TXN001275,2026-06-09 03:16:23,ACC00145,ACC00257,15890.72,UPI,transfer,0,,normal
TXN001276,2026-06-09 03:22:15,ACC00661,ACC00513,12557.05,RTGS,transfer,0,,normal
TXN001277,2026-06-09 03:24:59,ACC00512,ACC00325,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001278,2026-06-09 03:45:58,ACC00336,ACC00691,11237.99,NEFT,transfer,0,,normal
TXN001279,2026-06-09 04:17:00,ACC00118,ACC00346,1684.38,UPI,transfer,0,,normal
TXN001280,2026-06-09 04:26:47,ACC00201,ACC00023,1438.33,UPI,transfer,0,,normal
TXN001281,2026-06-09 04:27:43,ACC00509,ACC00415,2579.79,IMPS,transfer,0,,normal
TXN001282,2026-06-09 04:37:00,ACC00512,ACC00578,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001283,2026-06-09 04:44:48,ACC00629,ACC00054,16461.07,UPI,transfer,0,,normal
TXN001284,2026-06-09 04:55:25,ACC00483,ACC00498,12826.97,IMPS,transfer,0,,normal
TXN001285,2026-06-09 05:25:39,ACC00287,ACC00462,12831.2,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001286,2026-06-09 05:27:19,ACC00475,ACC00482,3074.59,RTGS,transfer,0,,normal
TXN001287,2026-06-09 05:42:40,ACC00494,ACC00275,2573.59,NEFT,transfer,0,,normal
TXN001288,2026-06-09 05:47:55,ACC00043,ACC00595,1633.88,RTGS,transfer,0,,normal
TXN001289,2026-06-09 05:49:20,ACC00593,ACC00649,7785.44,NEFT,transfer,0,,normal
TXN001290,2026-06-09 05:51:09,ACC00241,ACC00152,6242.86,RTGS,transfer,0,,normal
TXN001291,2026-06-09 05:55:00,ACC00021,ACC00173,3195.89,IMPS,transfer,0,,normal
TXN001292,2026-06-09 06:00:37,ACC00658,ACC00255,2224.6,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001293,2026-06-09 06:02:53,ACC00343,ACC00022,1362.49,UPI,transfer,0,,normal
TXN001294,2026-06-09 06:21:33,ACC00280,ACC00205,1456.82,RTGS,transfer,0,,normal
TXN001295,2026-06-09 06:31:46,ACC00468,ACC00626,5977.26,UPI,transfer,0,,normal
TXN001296,2026-06-09 06:40:25,ACC00568,ACC00333,10694.14,NEFT,transfer,0,,normal
TXN001297,2026-06-09 06:40:49,ACC00118,ACC00392,17795.16,IMPS,transfer,0,,normal
TXN001298,2026-06-09 06:56:21,ACC00510,ACC00691,5141.55,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001299,2026-06-09 07:07:38,ACC00189,ACC00681,6609.63,IMPS,transfer,0,,normal
TXN001300,2026-06-09 07:12:59,ACC00653,ACC00343,14707.62,UPI,transfer,0,,normal
TXN001301,2026-06-09 07:21:21,ACC00360,ACC00007,8162.94,RTGS,transfer,0,,normal
TXN001302,2026-06-09 07:37:12,ACC00602,ACC00105,670.31,IMPS,transfer,0,,normal
TXN001303,2026-06-09 07:43:40,ACC00584,ACC00012,12453.42,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001304,2026-06-09 07:49:28,ACC00372,ACC00317,1608.44,RTGS,transfer,0,,normal
TXN001305,2026-06-09 07:52:24,ACC00063,ACC00454,4585.04,IMPS,transfer,0,,normal
TXN001306,2026-06-09 07:53:03,ACC00595,ACC00158,2136.4,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001307,2026-06-09 07:53:13,ACC00512,ACC00421,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001308,2026-06-09 07:55:48,ACC00443,ACC00237,380.67,IMPS,transfer,0,,normal
TXN001309,2026-06-09 07:58:16,ACC00529,ACC00645,5148.55,UPI,transfer,0,,normal
TXN001310,2026-06-09 08:05:57,ACC00258,ACC00364,2312.61,UPI,transfer,0,,normal
TXN001311,2026-06-09 08:11:12,ACC00334,ACC00187,1714.06,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001312,2026-06-09 08:14:26,ACC00512,ACC00384,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001313,2026-06-09 08:42:03,ACC00037,ACC00363,8761.67,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001314,2026-06-09 08:46:40,ACC00234,ACC00602,2706.63,RTGS,transfer,0,,normal
TXN001315,2026-06-09 08:57:34,ACC00623,ACC00656,1544.2,NEFT,transfer,0,,normal
TXN001316,2026-06-09 09:02:28,ACC00591,ACC00509,682.87,RTGS,transfer,0,,normal
TXN001317,2026-06-09 09:05:14,ACC00662,ACC00419,997.4,NEFT,transfer,0,,normal
TXN001318,2026-06-09 09:05:59,ACC00463,ACC00105,1504.45,NEFT,transfer,0,,normal
TXN001319,2026-06-09 09:07:10,ACC00299,ACC00368,2530.72,UPI,transfer,0,,normal
TXN001320,2026-06-09 09:24:21,ACC00491,ACC00322,1996.2,NEFT,transfer,0,,normal
TXN001321,2026-06-09 09:35:23,ACC00137,ACC00267,2605.36,NEFT,transfer,0,,normal
TXN001322,2026-06-09 09:35:30,ACC00556,ACC00274,5383.28,UPI,transfer,0,,normal
TXN001323,2026-06-09 09:35:58,ACC00418,ACC00200,2943.03,IMPS,transfer,0,,normal
TXN001324,2026-06-09 09:39:33,ACC00384,ACC00588,18147.67,IMPS,transfer,0,,normal
TXN001325,2026-06-09 09:47:14,ACC00151,ACC00058,1659.61,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001326,2026-06-09 09:48:55,ACC00131,ACC00675,9679.28,UPI,transfer,0,,normal
TXN001327,2026-06-09 10:04:52,ACC00562,ACC00139,6268.43,RTGS,transfer,0,,normal
TXN001328,2026-06-09 10:17:49,ACC00238,ACC00097,1883.58,NEFT,transfer,0,,normal
TXN001329,2026-06-09 10:19:26,ACC00326,ACC00127,2191.24,UPI,transfer,0,,normal
TXN001330,2026-06-09 10:19:32,ACC00071,ACC00515,9712.46,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001331,2026-06-09 10:30:45,ACC00491,ACC00162,3047.7,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001332,2026-06-09 10:32:27,ACC00587,ACC00576,10924.24,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001333,2026-06-09 10:38:11,ACC00652,ACC00427,1826.73,IMPS,transfer,0,,normal
TXN001334,2026-06-09 10:41:24,ACC00506,ACC00282,32109.27,UPI,transfer,0,,normal
TXN001335,2026-06-09 10:41:59,ACC00375,ACC00376,9496.27,UPI,transfer,0,,normal
TXN001336,2026-06-09 10:43:34,ACC00485,ACC00010,3184.11,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001337,2026-06-09 10:49:46,ACC00505,ACC00647,26019.08,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001338,2026-06-09 10:50:51,ACC00256,ACC00059,2385.61,IMPS,transfer,0,,normal
TXN001339,2026-06-09 10:57:20,ACC00512,ACC00514,48252.22,IMPS,transfer,1,STRUCT010,structuring
TXN001340,2026-06-09 11:06:28,ACC00512,ACC00230,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001341,2026-06-09 11:10:35,ACC00663,ACC00226,1082.26,UPI,transfer,0,,normal
TXN001342,2026-06-09 11:13:59,ACC00401,ACC00211,3784.72,UPI,transfer,0,,normal
TXN001343,2026-06-09 11:28:08,ACC00117,ACC00472,11019.42,NEFT,transfer,0,,normal
TXN001344,2026-06-09 11:33:07,ACC00098,ACC00575,2388.34,RTGS,transfer,0,,normal
TXN001345,2026-06-09 11:49:55,ACC00690,ACC00110,562.26,RTGS,transfer,0,,normal
TXN001346,2026-06-09 12:02:55,ACC00182,ACC00115,3369.11,NEFT,transfer,0,,normal
TXN001347,2026-06-09 12:20:32,ACC00226,ACC00395,1026.31,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001348,2026-06-09 12:24:31,ACC00364,ACC00178,2566.58,NEFT,transfer,0,,normal
TXN001349,2026-06-09 12:30:05,ACC00680,ACC00347,7307.24,RTGS,transfer,0,,normal
TXN001350,2026-06-09 12:42:23,ACC00564,ACC00038,8911.54,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001351,2026-06-09 12:43:46,ACC00518,ACC00420,2180.9,UPI,transfer,0,,normal
TXN001352,2026-06-09 12:48:18,ACC00081,ACC00043,10056.38,NEFT,transfer,0,,normal
TXN001353,2026-06-09 12:52:31,ACC00695,ACC00449,2598.42,NEFT,transfer,0,,normal
TXN001354,2026-06-09 12:54:17,ACC00512,ACC00328,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001355,2026-06-09 13:08:03,ACC00234,ACC00232,1226.63,RTGS,transfer,0,,normal
TXN001356,2026-06-09 13:20:04,ACC00512,ACC00349,49500.0,UPI,transfer,1,STRUCT010,structuring
TXN001357,2026-06-09 13:37:16,ACC00626,ACC00120,3188.78,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001358,2026-06-09 13:41:54,ACC00204,ACC00114,2021.29,RTGS,transfer,0,,normal
TXN001359,2026-06-09 13:50:38,ACC00460,ACC00669,2163.97,IMPS,transfer,0,,normal
TXN001360,2026-06-09 13:55:20,ACC00450,ACC00003,8669.21,UPI,transfer,0,,normal
TXN001361,2026-06-09 13:58:53,ACC00072,ACC00644,1962.78,NEFT,transfer,0,,normal
TXN001362,2026-06-09 13:59:18,ACC00601,ACC00136,4122.73,IMPS,transfer,0,,normal
TXN001363,2026-06-09 14:04:50,ACC00343,ACC00615,6298.17,NEFT,transfer,0,,normal
TXN001364,2026-06-09 14:19:13,ACC00404,ACC00623,8505.85,RTGS,transfer,0,,normal
TXN001365,2026-06-09 14:23:27,ACC00379,ACC00071,3241.75,RTGS,transfer,0,,normal
TXN001366,2026-06-09 14:24:25,ACC00436,ACC00639,1136.65,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001367,2026-06-09 14:32:18,ACC00116,ACC00385,1140.78,NEFT,transfer,0,,normal
TXN001368,2026-06-09 14:33:05,ACC00333,ACC00495,12658.43,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001369,2026-06-09 14:39:39,ACC00163,ACC00177,1550.18,UPI,transfer,0,,normal
TXN001370,2026-06-09 15:07:24,ACC00102,ACC00050,5141.46,RTGS,transfer,0,,normal
TXN001371,2026-06-09 15:10:03,ACC00109,ACC00137,4248.5,IMPS,transfer,0,,normal
TXN001372,2026-06-09 15:26:50,ACC00512,ACC00090,47117.07,IMPS,transfer,1,STRUCT010,structuring
TXN001373,2026-06-09 15:30:50,ACC00591,ACC00157,3928.53,NEFT,transfer,0,,normal
TXN001374,2026-06-09 15:49:37,ACC00476,ACC00672,15870.51,RTGS,transfer,0,,normal
TXN001375,2026-06-09 16:00:13,ACC00302,ACC00460,4447.34,IMPS,transfer,0,,normal
TXN001376,2026-06-09 16:12:13,ACC00513,ACC00116,3004.57,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001377,2026-06-09 16:19:42,ACC00562,ACC00193,4043.72,NEFT,transfer,0,,normal
TXN001378,2026-06-09 16:23:34,ACC00161,ACC00401,1754.95,UPI,transfer,0,,normal
TXN001379,2026-06-09 16:23:46,ACC00558,ACC00403,4388.49,RTGS,transfer,0,,normal
TXN001380,2026-06-09 16:25:58,ACC00628,ACC00266,905.82,NEFT,transfer,0,,normal
TXN001381,2026-06-09 16:34:46,ACC00700,ACC00248,2663.05,IMPS,transfer,0,,normal
TXN001382,2026-06-09 16:39:03,ACC00092,ACC00615,4887.15,RTGS,transfer,0,,normal
TXN001383,2026-06-09 16:39:50,ACC00677,ACC00510,6852.67,IMPS,transfer,0,,normal
TXN001384,2026-06-09 16:46:12,ACC00426,ACC00256,3448.3,RTGS,transfer,0,,normal
TXN001385,2026-06-09 16:50:42,ACC00199,ACC00302,515.73,NEFT,transfer,0,,normal
TXN001386,2026-06-09 17:01:28,ACC00579,ACC00446,3342.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001387,2026-06-09 17:26:13,ACC00556,ACC00502,21488.82,NEFT,transfer,0,,normal
TXN001388,2026-06-09 17:43:35,ACC00275,ACC00258,2119.61,RTGS,transfer,0,,normal
TXN001389,2026-06-09 17:47:33,ACC00367,ACC00397,2505.92,UPI,transfer,0,,normal
TXN001390,2026-06-09 17:52:40,ACC00022,ACC00600,1354.5,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001391,2026-06-09 18:02:57,ACC00141,ACC00205,4235.49,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001392,2026-06-09 18:09:21,ACC00254,ACC00212,559.66,IMPS,transfer,0,,normal
TXN001393,2026-06-09 18:17:40,ACC00635,ACC00555,8605.3,IMPS,transfer,0,,normal
TXN001394,2026-06-09 18:18:45,ACC00243,ACC00038,1500.89,IMPS,transfer,0,,normal
TXN001395,2026-06-09 18:31:28,ACC00675,ACC00564,11090.99,RTGS,transfer,0,,normal
TXN001396,2026-06-09 18:35:34,ACC00007,ACC00084,3029.89,NEFT,transfer,0,,normal
TXN001397,2026-06-09 18:47:46,ACC00461,ACC00540,3586.93,NEFT,transfer,0,,normal
TXN001398,2026-06-09 18:56:58,ACC00538,ACC00494,4187.22,UPI,transfer,0,,normal
TXN001399,2026-06-09 19:01:59,ACC00030,ACC00160,1250.38,UPI,transfer,0,,normal
TXN001400,2026-06-09 19:16:08,ACC00392,ACC00384,1090.0,UPI,transfer,0,,normal
TXN001401,2026-06-09 19:22:31,ACC00382,ACC00270,1879.33,UPI,transfer,0,,normal
TXN001402,2026-06-09 19:23:19,ACC00665,ACC00325,5443.54,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001403,2026-06-09 19:39:03,ACC00644,ACC00265,3990.02,IMPS,transfer,0,,normal
TXN001404,2026-06-09 20:08:24,ACC00006,ACC00402,4681.35,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001405,2026-06-09 20:19:40,ACC00068,ACC00317,1474.59,IMPS,transfer,0,,normal
TXN001406,2026-06-09 20:25:32,ACC00017,ACC00115,3253.87,CASH_DEPOSIT,cash_deposit,0,,normal
TXN001407,2026-06-09 20:31:42,ACC00416,ACC00605,3837.33,IMPS,transfer,0,,normal
TXN001408,2026-06-09 20:58:28,ACC00512,ACC00242,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001409,2026-06-09 21:05:37,ACC00630,ACC00334,3363.43,NEFT,transfer,0,,normal
TXN001410,2026-06-09 21:10:06,ACC00615,ACC00354,1757.4,NEFT,transfer,0,,normal
TXN001411,2026-06-09 21:23:18,ACC00197,ACC00423,17292.92,RTGS,transfer,0,,normal
TXN001412,2026-06-09 21:25:49,ACC00259,ACC00399,5065.12,RTGS,transfer,0,,normal
TXN001413,2026-06-09 21:27:21,ACC00512,ACC00688,49500.0,IMPS,transfer,1,STRUCT010,structuring
TXN001414,2026-06-09 21:31:02,ACC00146,ACC00165,4317.93,NEFT,transfer,0,,normal
